bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
1,1001,2,0,0,2,51,33,2020-06-14 09:15:00
1,1002,5,0,0,3,136,119,2020-06-14 09:15:00
1,1003,2,0,0,2,124,119,2020-06-14 09:15:00
1,1004,1,0,0,1,21,19,2020-06-14 09:15:00
1,1051,1,1,1,1,18,38,2020-06-14 09:15:00
1,1053,2,0,0,2,12,12,2020-06-14 09:15:00
1,1054,3,0,0,3,22,20,2020-06-14 09:15:00
1,1055,3,0,0,3,14,20,2020-06-14 09:15:00
1,1056,2,0,0,2,12,23,2020-06-14 09:15:00
1,1057,1,0,0,1,4,8,2020-06-14 09:15:00
1,1058,3,0,0,3,16,34,2020-06-14 09:15:00
1,1059,1,1,0,1,11,12,2020-06-14 09:15:00
1,1060,4,0,0,4,60,70,2020-06-14 09:15:00
1,1061,1,0,0,1,17,21,2020-06-14 09:15:00
1,1062,3,0,0,3,14,14,2020-06-14 09:15:00
2,2000,27,14,11,24,372,574,2020-06-14 09:15:00
3,3101,5,0,0,5,72,85,2020-06-14 09:15:00
3,3102,2,0,0,2,7,20,2020-06-14 09:15:00
3,3103,1,2,1,1,26,22,2020-06-14 09:15:00
3,3151,2,0,0,2,6,30,2020-06-14 09:15:00
3,3153,3,0,0,3,48,41,2020-06-14 09:15:00
3,3154,1,0,0,1,19,15,2020-06-14 09:15:00
3,3155,2,1,0,2,8,14,2020-06-14 09:15:00
3,3157,1,0,0,1,4,12,2020-06-14 09:15:00
3,3158,1,1,1,1,7,9,2020-06-14 09:15:00
3,3159,8,3,2,7,75,134,2020-06-14 09:15:00
3,3241,16,12,10,16,151,342,2020-06-14 09:15:00
3,3251,3,0,0,3,6,4,2020-06-14 09:15:00
3,3252,4,1,1,4,13,58,2020-06-14 09:15:00
3,3254,5,0,0,4,44,54,2020-06-14 09:15:00
3,3255,1,0,0,1,4,10,2020-06-14 09:15:00
3,3256,1,0,0,1,17,17,2020-06-14 09:15:00
3,3257,1,0,0,1,3,20,2020-06-14 09:15:00
3,3351,3,0,0,1,12,29,2020-06-14 09:15:00
3,3352,2,1,0,2,7,11,2020-06-14 09:15:00
3,3353,3,0,0,3,28,38,2020-06-14 09:15:00
3,3354,1,0,0,1,8,7,2020-06-14 09:15:00
3,3355,2,0,0,2,19,19,2020-06-14 09:15:00
3,3356,2,0,0,2,6,9,2020-06-14 09:15:00
3,3357,3,1,0,2,15,15,2020-06-14 09:15:00
3,3358,3,0,0,3,16,19,2020-06-14 09:15:00
3,3359,3,0,0,2,18,19,2020-06-14 09:15:00
3,3360,2,0,0,2,26,53,2020-06-14 09:15:00
3,3361,2,0,0,2,1,14,2020-06-14 09:15:00
3,3401,1,0,0,1,13,16,2020-06-14 09:15:00
3,3402,1,0,0,1,11,10,2020-06-14 09:15:00
3,3403,5,6,6,3,110,113,2020-06-14 09:15:00
3,3404,4,0,0,4,86,22,2020-06-14 09:15:00
3,3405,1,0,0,1,15,21,2020-06-14 09:15:00
3,3451,3,0,0,2,18,22,2020-06-14 09:15:00
3,3452,3,0,0,3,24,18,2020-06-14 09:15:00
3,3453,3,0,0,3,15,31,2020-06-14 09:15:00
3,3454,7,0,0,7,39,62,2020-06-14 09:15:00
3,3455,2,0,0,2,12,25,2020-06-14 09:15:00
3,3456,1,0,0,1,10,20,2020-06-14 09:15:00
3,3457,3,0,0,2,22,20,2020-06-14 09:15:00
3,3458,1,0,0,1,0,0,2020-06-14 09:15:00
3,3459,7,0,0,6,57,65,2020-06-14 09:15:00
3,3460,3,1,1,3,42,14,2020-06-14 09:15:00
3,3461,1,0,0,1,4,2,2020-06-14 09:15:00
3,3462,1,0,0,1,7,6,2020-06-14 09:15:00
4,4011,10,3,2,9,86,84,2020-06-14 09:15:00
4,4012,2,0,0,2,12,12,2020-06-14 09:15:00
5,5111,12,3,2,11,75,230,2020-06-14 09:15:00
5,5112,13,4,4,9,90,171,2020-06-14 09:15:00
5,5113,15,4,2,14,96,258,2020-06-14 09:15:00
5,5114,6,1,0,4,33,72,2020-06-14 09:15:00
5,5116,4,2,1,3,21,69,2020-06-14 09:15:00
5,5117,2,2,1,2,19,32,2020-06-14 09:15:00
5,5119,6,0,0,4,27,51,2020-06-14 09:15:00
5,5120,1,0,0,1,15,22,2020-06-14 09:15:00
5,5122,3,3,3,3,35,57,2020-06-14 09:15:00
5,5124,5,2,1,5,102,94,2020-06-14 09:15:00
5,5154,5,0,0,5,24,46,2020-06-14 09:15:00
5,5158,5,0,0,5,36,28,2020-06-14 09:15:00
5,5162,7,0,0,6,46,76,2020-06-14 09:15:00
5,5166,4,1,0,4,25,34,2020-06-14 09:15:00
5,5170,9,3,1,8,67,103,2020-06-14 09:15:00
5,5314,16,4,3,11,65,216,2020-06-14 09:15:00
5,5315,26,3,3,17,95,350,2020-06-14 09:15:00
5,5316,4,0,0,2,38,50,2020-06-14 09:15:00
5,5334,11,8,3,7,84,250,2020-06-14 09:15:00
5,5358,6,0,0,5,38,39,2020-06-14 09:15:00
