bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
1,1001,3,2,1,2,20,30,2020-11-19 12:15:00
1,1002,5,3,2,3,57,109,2020-11-19 12:15:00
1,1003,2,2,1,2,28,110,2020-11-19 12:15:00
1,1004,1,2,0,1,4,21,2020-11-19 12:15:00
1,1051,1,1,1,1,11,33,2020-11-19 12:15:00
1,1053,2,1,1,2,9,11,2020-11-19 12:15:00
1,1054,3,0,0,3,9,20,2020-11-19 12:15:00
1,1055,3,1,0,3,19,32,2020-11-19 12:15:00
1,1056,2,3,3,2,14,28,2020-11-19 12:15:00
1,1057,1,4,2,1,4,8,2020-11-19 12:15:00
1,1058,5,1,0,3,16,26,2020-11-19 12:15:00
1,1059,1,2,1,1,7,17,2020-11-19 12:15:00
1,1060,4,2,0,4,43,74,2020-11-19 12:15:00
1,1061,3,1,0,1,21,28,2020-11-19 12:15:00
1,1062,3,2,0,3,15,33,2020-11-19 12:15:00
2,2000,34,84,56,24,139,582,2020-11-19 12:15:00
3,3101,7,6,5,5,39,106,2020-11-19 12:15:00
3,3102,2,6,4,2,7,22,2020-11-19 12:15:00
3,3103,1,3,1,1,12,24,2020-11-19 12:15:00
3,3151,2,4,0,2,9,13,2020-11-19 12:15:00
3,3153,3,3,2,3,8,30,2020-11-19 12:15:00
3,3154,1,1,0,1,11,15,2020-11-19 12:15:00
3,3155,2,1,0,2,4,17,2020-11-19 12:15:00
3,3157,1,0,0,1,7,11,2020-11-19 12:15:00
3,3158,1,2,2,1,4,12,2020-11-19 12:15:00
3,3159,8,9,3,7,43,136,2020-11-19 12:15:00
3,3241,19,36,26,16,188,359,2020-11-19 12:15:00
3,3251,3,5,4,3,5,14,2020-11-19 12:15:00
3,3252,6,4,0,4,11,56,2020-11-19 12:15:00
3,3254,7,12,8,4,16,57,2020-11-19 12:15:00
3,3255,1,0,0,1,6,8,2020-11-19 12:15:00
3,3256,1,2,1,1,7,17,2020-11-19 12:15:00
3,3257,1,3,1,1,1,20,2020-11-19 12:15:00
3,3351,2,5,4,1,4,27,2020-11-19 12:15:00
3,3352,2,1,1,2,8,7,2020-11-19 12:15:00
3,3353,3,5,0,3,4,32,2020-11-19 12:15:00
3,3354,1,0,0,1,1,5,2020-11-19 12:15:00
3,3355,4,5,2,2,7,35,2020-11-19 12:15:00
3,3356,3,1,1,2,2,11,2020-11-19 12:15:00
3,3357,3,2,1,2,12,22,2020-11-19 12:15:00
3,3358,2,3,1,2,3,17,2020-11-19 12:15:00
3,3359,3,2,1,2,6,29,2020-11-19 12:15:00
3,3360,2,3,2,2,23,59,2020-11-19 12:15:00
3,3361,2,6,4,2,3,12,2020-11-19 12:15:00
3,3401,1,7,6,1,1,17,2020-11-19 12:15:00
3,3402,1,2,0,1,8,12,2020-11-19 12:15:00
3,3403,5,14,11,3,17,94,2020-11-19 12:15:00
3,3404,5,10,5,4,18,97,2020-11-19 12:15:00
3,3405,2,1,0,1,26,14,2020-11-19 12:15:00
3,3451,3,3,2,2,8,25,2020-11-19 12:15:00
3,3452,4,3,0,3,16,23,2020-11-19 12:15:00
3,3453,3,7,4,3,3,23,2020-11-19 12:15:00
3,3454,10,8,3,6,41,43,2020-11-19 12:15:00
3,3455,2,3,2,2,8,29,2020-11-19 12:15:00
3,3456,1,4,1,1,8,24,2020-11-19 12:15:00
3,3457,6,2,1,4,15,17,2020-11-19 12:15:00
3,3458,1,2,2,1,2,6,2020-11-19 12:15:00
3,3459,7,5,2,6,54,66,2020-11-19 12:15:00
3,3460,5,0,0,3,8,28,2020-11-19 12:15:00
3,3461,2,0,0,2,11,6,2020-11-19 12:15:00
3,3462,1,1,1,1,0,8,2020-11-19 12:15:00
4,4011,10,30,25,9,34,148,2020-11-19 12:15:00
4,4012,4,5,4,3,17,42,2020-11-19 12:15:00
5,5111,13,32,17,11,58,236,2020-11-19 12:15:00
5,5112,16,37,23,9,38,187,2020-11-19 12:15:00
5,5113,16,55,39,13,58,336,2020-11-19 12:15:00
5,5114,7,16,14,4,20,81,2020-11-19 12:15:00
5,5116,6,21,8,4,18,81,2020-11-19 12:15:00
5,5117,2,10,1,2,7,28,2020-11-19 12:15:00
5,5119,7,13,9,4,43,55,2020-11-19 12:15:00
5,5120,1,9,8,1,4,26,2020-11-19 12:15:00
5,5122,4,16,12,3,22,64,2020-11-19 12:15:00
5,5124,7,18,11,5,22,128,2020-11-19 12:15:00
5,5154,8,7,4,5,23,50,2020-11-19 12:15:00
5,5158,7,15,6,6,13,48,2020-11-19 12:15:00
5,5162,7,17,9,5,16,89,2020-11-19 12:15:00
5,5166,4,9,7,4,5,31,2020-11-19 12:15:00
5,5170,11,27,17,8,40,105,2020-11-19 12:15:00
5,5314,18,33,18,11,45,239,2020-11-19 12:15:00
5,5315,31,105,61,18,37,422,2020-11-19 12:15:00
5,5316,5,11,3,2,22,79,2020-11-19 12:15:00
5,5334,13,47,37,7,16,278,2020-11-19 12:15:00
5,5358,7,12,10,5,17,54,2020-11-19 12:15:00
5,5362,7,14,9,7,21,48,2020-11-19 12:15:00
5,5366,3,5,0,3,7,22,2020-11-19 12:15:00
5,5370,3,8,4,3,10,26,2020-11-19 12:15:00
5,5374,6,16,9,6,17,71,2020-11-19 12:15:00
5,5378,4,8,6,4,5,40,2020-11-19 12:15:00
5,5382,7,4,4,6,12,70,2020-11-19 12:15:00
5,5512,2,8,5,2,19,35,2020-11-19 12:15:00
5,5513,7,16,11,4,33,73,2020-11-19 12:15:00
5,5515,9,28,16,7,34,233,2020-11-19 12:15:00
5,5554,6,8,5,5,20,53,2020-11-19 12:15:00
5,5558,5,4,1,3,8,28,2020-11-19 12:15:00
5,5562,15,26,16,14,42,193,2020-11-19 12:15:00
5,5566,7,13,7,5,31,75,2020-11-19 12:15:00
5,5570,6,11,6,5,10,38,2020-11-19 12:15:00
5,5711,6,37,21,4,29,123,2020-11-19 12:15:00
5,5754,3,12,4,3,15,35,2020-11-19 12:15:00
5,5758,5,4,3,3,17,51,2020-11-19 12:15:00
5,5762,6,2,1,5,21,28,2020-11-19 12:15:00
5,5766,2,8,0,2,18,59,2020-11-19 12:15:00
5,5770,8,10,7,6,29,200,2020-11-19 12:15:00
5,5774,7,12,8,5,24,85,2020-11-19 12:15:00
5,5911,8,22,15,6,31,176,2020-11-19 12:15:00
5,5913,9,29,24,9,59,250,2020-11-19 12:15:00
5,5914,7,19,8,5,17,73,2020-11-19 12:15:00
5,5915,7,11,8,5,37,68,2020-11-19 12:15:00
5,5916,4,20,12,4,6,60,2020-11-19 12:15:00
5,5954,7,10,5,6,21,102,2020-11-19 12:15:00
5,5958,10,13,3,9,41,89,2020-11-19 12:15:00
5,5962,10,25,17,8,24,97,2020-11-19 12:15:00
5,5966,1,0,0,1,8,1,2020-11-19 12:15:00
5,5970,8,5,4,7,34,106,2020-11-19 12:15:00
5,5974,9,13,9,7,18,63,2020-11-19 12:15:00
5,5978,8,20,6,8,13,83,2020-11-19 12:15:00
6,6411,7,13,7,4,22,74,2020-11-19 12:15:00
6,6412,17,63,29,12,27,264,2020-11-19 12:15:00
6,6413,4,15,5,2,11,96,2020-11-19 12:15:00
6,6414,6,19,10,4,16,72,2020-11-19 12:15:00
6,6431,5,4,3,5,13,28,2020-11-19 12:15:00
6,6432,2,8,6,2,1,23,2020-11-19 12:15:00
6,6433,2,10,6,2,3,19,2020-11-19 12:15:00
6,6434,3,8,7,3,2,24,2020-11-19 12:15:00
6,6435,7,15,9,4,16,59,2020-11-19 12:15:00
6,6436,2,6,5,2,7,22,2020-11-19 12:15:00
6,6437,2,4,4,2,11,111,2020-11-19 12:15:00
6,6438,2,14,13,2,11,22,2020-11-19 12:15:00
6,6439,2,5,3,2,5,12,2020-11-19 12:15:00
6,6440,5,17,11,5,1,83,2020-11-19 12:15:00
6,6531,6,25,16,4,24,198,2020-11-19 12:15:00
6,6532,3,4,4,3,12,52,2020-11-19 12:15:00
6,6533,4,9,8,4,8,44,2020-11-19 12:15:00
6,6534,3,12,5,3,13,136,2020-11-19 12:15:00
6,6535,4,5,1,4,11,18,2020-11-19 12:15:00
6,6611,6,17,12,6,15,148,2020-11-19 12:15:00
6,6631,5,11,7,3,14,77,2020-11-19 12:15:00
6,6632,3,6,2,3,5,48,2020-11-19 12:15:00
6,6633,4,2,0,4,11,19,2020-11-19 12:15:00
6,6634,3,5,3,3,5,25,2020-11-19 12:15:00
6,6635,7,6,4,7,25,68,2020-11-19 12:15:00
6,6636,3,3,1,3,15,21,2020-11-19 12:15:00
7,7111,6,12,4,4,29,86,2020-11-19 12:15:00
7,7131,2,2,1,2,4,15,2020-11-19 12:15:00
7,7132,2,2,1,2,6,10,2020-11-19 12:15:00
7,7133,6,2,1,4,23,32,2020-11-19 12:15:00
7,7134,2,5,4,2,9,13,2020-11-19 12:15:00
7,7135,2,1,0,2,6,7,2020-11-19 12:15:00
7,7137,3,2,1,3,8,25,2020-11-19 12:15:00
7,7138,7,5,2,5,26,52,2020-11-19 12:15:00
7,7140,2,1,0,2,4,9,2020-11-19 12:15:00
7,7141,5,4,1,5,6,33,2020-11-19 12:15:00
7,7143,4,4,1,4,8,29,2020-11-19 12:15:00
7,7211,6,5,3,3,40,71,2020-11-19 12:15:00
7,7231,2,0,0,2,15,11,2020-11-19 12:15:00
7,7232,2,0,0,2,6,8,2020-11-19 12:15:00
7,7233,2,2,2,2,9,12,2020-11-19 12:15:00
7,7235,2,0,0,2,5,9,2020-11-19 12:15:00
7,7311,1,3,1,1,3,12,2020-11-19 12:15:00
7,7312,3,14,7,1,26,92,2020-11-19 12:15:00
7,7313,3,1,0,2,12,17,2020-11-19 12:15:00
7,7314,6,25,17,4,37,82,2020-11-19 12:15:00
7,7315,2,22,14,2,17,96,2020-11-19 12:15:00
7,7316,1,1,0,1,2,13,2020-11-19 12:15:00
7,7317,2,1,1,1,4,12,2020-11-19 12:15:00
7,7318,3,6,5,2,20,30,2020-11-19 12:15:00
7,7319,3,4,1,1,13,33,2020-11-19 12:15:00
7,7320,1,0,0,1,4,10,2020-11-19 12:15:00
7,7331,1,1,0,1,3,4,2020-11-19 12:15:00
7,7332,2,4,2,2,6,12,2020-11-19 12:15:00
7,7333,2,0,0,2,7,5,2020-11-19 12:15:00
7,7334,2,6,5,2,14,15,2020-11-19 12:15:00
7,7335,1,1,0,1,11,3,2020-11-19 12:15:00
7,7336,1,4,4,1,2,14,2020-11-19 12:15:00
7,7337,2,0,0,2,4,9,2020-11-19 12:15:00
7,7339,2,4,2,2,1,10,2020-11-19 12:15:00
7,7340,1,1,1,1,6,3,2020-11-19 12:15:00
8,8111,12,41,20,10,42,226,2020-11-19 12:15:00
8,8115,6,10,7,4,6,48,2020-11-19 12:15:00
8,8116,8,19,11,4,24,62,2020-11-19 12:15:00
8,8117,5,11,9,3,17,29,2020-11-19 12:15:00
8,8118,5,27,16,4,13,95,2020-11-19 12:15:00
8,8119,4,17,6,2,17,44,2020-11-19 12:15:00
8,8121,3,9,7,1,22,41,2020-11-19 12:15:00
8,8125,2,4,4,2,12,42,2020-11-19 12:15:00
8,8126,1,0,0,1,0,7,2020-11-19 12:15:00
8,8127,4,3,0,2,20,35,2020-11-19 12:15:00
8,8128,4,6,2,3,50,32,2020-11-19 12:15:00
8,8135,2,1,1,1,6,16,2020-11-19 12:15:00
8,8136,8,11,1,4,16,56,2020-11-19 12:15:00
8,8211,3,5,4,1,2,20,2020-11-19 12:15:00
8,8212,6,13,6,4,28,120,2020-11-19 12:15:00
8,8215,3,16,6,3,7,27,2020-11-19 12:15:00
8,8216,2,0,0,2,2,10,2020-11-19 12:15:00
8,8221,6,27,20,6,85,221,2020-11-19 12:15:00
8,8222,6,21,15,3,22,111,2020-11-19 12:15:00
8,8225,3,1,1,3,8,9,2020-11-19 12:15:00
8,8226,4,11,5,4,4,39,2020-11-19 12:15:00
8,8231,4,12,6,2,18,55,2020-11-19 12:15:00
8,8235,3,5,5,3,6,24,2020-11-19 12:15:00
8,8236,2,1,1,2,2,10,2020-11-19 12:15:00
8,8237,1,1,0,1,5,9,2020-11-19 12:15:00
8,8311,7,18,8,4,23,176,2020-11-19 12:15:00
8,8315,4,3,0,4,11,50,2020-11-19 12:15:00
8,8316,3,4,1,3,2,89,2020-11-19 12:15:00
8,8317,8,12,10,6,24,74,2020-11-19 12:15:00
8,8325,2,3,2,2,3,9,2020-11-19 12:15:00
8,8326,6,14,2,2,9,62,2020-11-19 12:15:00
8,8327,1,2,1,1,2,8,2020-11-19 12:15:00
8,8335,10,9,2,6,16,86,2020-11-19 12:15:00
8,8336,2,3,2,2,8,19,2020-11-19 12:15:00
8,8337,2,4,4,2,4,10,2020-11-19 12:15:00
8,8415,3,4,3,1,18,26,2020-11-19 12:15:00
8,8416,5,9,6,2,7,98,2020-11-19 12:15:00
8,8417,1,5,3,1,9,17,2020-11-19 12:15:00
8,8421,5,24,23,4,13,127,2020-11-19 12:15:00
8,8425,2,3,0,2,3,13,2020-11-19 12:15:00
