bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
1,1001,2,1,1,2,45,37,2020-05-05 09:15:00
1,1002,4,3,2,3,120,108,2020-05-05 09:15:00
1,1003,2,4,2,2,105,118,2020-05-05 09:15:00
1,1004,1,0,0,1,18,20,2020-05-05 09:15:00
1,1051,1,1,1,1,54,23,2020-05-05 09:15:00
1,1053,2,1,0,2,11,11,2020-05-05 09:15:00
1,1054,1,0,0,1,9,1,2020-05-05 09:15:00
1,1055,3,0,0,3,23,29,2020-05-05 09:15:00
1,1056,2,4,4,2,7,30,2020-05-05 09:15:00
1,1057,1,1,0,1,6,6,2020-05-05 09:15:00
1,1058,2,2,2,2,20,30,2020-05-05 09:15:00
1,1059,1,0,0,1,9,14,2020-05-05 09:15:00
1,1060,3,1,0,3,55,71,2020-05-05 09:15:00
1,1061,1,0,0,1,16,24,2020-05-05 09:15:00
1,1062,3,0,0,3,26,32,2020-05-05 09:15:00
2,2000,24,68,55,22,341,529,2020-05-05 09:15:00
3,3101,5,5,5,5,61,98,2020-05-05 09:15:00
3,3102,2,0,0,2,9,18,2020-05-05 09:15:00
3,3103,1,0,0,1,27,21,2020-05-05 09:15:00
3,3151,1,0,0,1,7,7,2020-05-05 09:15:00
3,3153,3,8,6,3,35,39,2020-05-05 09:15:00
3,3154,1,1,1,1,24,10,2020-05-05 09:15:00
3,3155,2,1,1,2,11,12,2020-05-05 09:15:00
3,3157,1,1,0,1,8,14,2020-05-05 09:15:00
3,3158,1,3,3,1,8,8,2020-05-05 09:15:00
3,3159,6,11,5,6,79,113,2020-05-05 09:15:00
3,3241,15,26,23,15,168,347,2020-05-05 09:15:00
3,3251,3,1,1,3,16,5,2020-05-05 09:15:00
3,3252,4,3,2,4,20,54,2020-05-05 09:15:00
3,3254,4,5,2,4,46,52,2020-05-05 09:15:00
3,3255,1,0,0,1,5,9,2020-05-05 09:15:00
3,3256,1,0,0,1,18,16,2020-05-05 09:15:00
3,3257,1,1,1,1,10,13,2020-05-05 09:15:00
3,3351,3,3,0,1,19,28,2020-05-05 09:15:00
3,3352,2,0,0,2,5,13,2020-05-05 09:15:00
3,3353,2,4,1,2,22,15,2020-05-05 09:15:00
3,3354,1,0,0,1,20,5,2020-05-05 09:15:00
3,3355,1,0,0,1,19,19,2020-05-05 09:15:00
3,3356,2,1,0,2,7,9,2020-05-05 09:15:00
3,3357,3,2,2,2,10,24,2020-05-05 09:15:00
3,3358,3,0,0,3,19,23,2020-05-05 09:15:00
3,3359,3,0,0,2,19,22,2020-05-05 09:15:00
3,3360,2,2,0,2,19,9,2020-05-05 09:15:00
3,3361,2,0,0,2,6,13,2020-05-05 09:15:00
3,3401,1,3,2,1,12,17,2020-05-05 09:15:00
3,3402,1,1,1,1,11,10,2020-05-05 09:15:00
3,3403,4,5,5,3,121,75,2020-05-05 09:15:00
3,3404,4,4,3,4,98,61,2020-05-05 09:15:00
3,3405,1,1,0,1,5,27,2020-05-05 09:15:00
3,3451,2,3,3,2,16,12,2020-05-05 09:15:00
3,3452,2,1,1,2,16,22,2020-05-05 09:15:00
3,3453,2,0,0,2,12,30,2020-05-05 09:15:00
3,3454,5,10,8,5,39,52,2020-05-05 09:15:00
3,3455,2,0,0,2,12,6,2020-05-05 09:15:00
3,3456,1,4,3,1,13,17,2020-05-05 09:15:00
3,3457,3,0,0,2,19,24,2020-05-05 09:15:00
3,3458,1,0,0,1,9,6,2020-05-05 09:15:00
3,3459,7,0,0,6,65,62,2020-05-05 09:15:00
3,3460,3,0,0,3,47,24,2020-05-05 09:15:00
3,3462,1,0,0,1,10,3,2020-05-05 09:15:00
4,4011,10,6,5,9,85,107,2020-05-05 09:15:00
4,4012,3,4,2,3,24,42,2020-05-05 09:15:00
5,5111,12,19,10,11,82,232,2020-05-05 09:15:00
5,5112,12,14,10,9,78,166,2020-05-05 09:15:00
5,5113,14,31,28,13,106,245,2020-05-05 09:15:00
5,5114,6,9,7,4,42,115,2020-05-05 09:15:00
5,5116,5,7,7,4,37,70,2020-05-05 09:15:00
5,5117,2,5,3,2,14,36,2020-05-05 09:15:00
5,5119,5,0,0,4,36,33,2020-05-05 09:15:00
5,5120,1,4,3,1,14,22,2020-05-05 09:15:00
5,5122,3,8,7,3,43,50,2020-05-05 09:15:00
5,5124,5,8,7,5,116,96,2020-05-05 09:15:00
5,5154,5,8,6,5,30,47,2020-05-05 09:15:00
5,5158,6,5,3,6,52,42,2020-05-05 09:15:00
5,5162,7,10,9,6,55,72,2020-05-05 09:15:00
5,5166,4,6,6,4,17,36,2020-05-05 09:15:00
5,5170,9,10,4,8,76,92,2020-05-05 09:15:00
5,5314,15,16,12,11,78,212,2020-05-05 09:15:00
5,5315,27,27,19,18,103,343,2020-05-05 09:15:00
5,5316,4,1,0,2,48,40,2020-05-05 09:15:00
5,5334,7,25,24,7,147,110,2020-05-05 09:15:00
5,5358,6,6,4,5,32,47,2020-05-05 09:15:00
5,5362,7,7,3,7,38,46,2020-05-05 09:15:00
5,5366,3,2,2,3,4,45,2020-05-05 09:15:00
5,5370,3,6,6,3,7,30,2020-05-05 09:15:00
5,5374,6,1,1,6,46,39,2020-05-05 09:15:00
5,5378,4,3,3,4,16,40,2020-05-05 09:15:00
5,5382,5,3,1,5,15,69,2020-05-05 09:15:00
5,5512,2,2,1,2,33,31,2020-05-05 09:15:00
5,5513,6,2,1,4,73,58,2020-05-05 09:15:00
5,5515,7,14,11,7,65,193,2020-05-05 09:15:00
5,5554,5,2,2,5,41,40,2020-05-05 09:15:00
5,5558,3,0,0,3,32,13,2020-05-05 09:15:00
5,5562,14,5,2,14,115,204,2020-05-05 09:15:00
5,5566,5,12,9,5,45,55,2020-05-05 09:15:00
5,5570,5,0,0,5,31,31,2020-05-05 09:15:00
5,5711,5,4,4,4,51,115,2020-05-05 09:15:00
5,5754,3,1,1,3,25,29,2020-05-05 09:15:00
5,5758,4,2,2,3,26,48,2020-05-05 09:15:00
5,5762,5,3,3,5,20,20,2020-05-05 09:15:00
5,5766,2,4,3,2,30,52,2020-05-05 09:15:00
5,5770,6,6,1,6,50,98,2020-05-05 09:15:00
5,5774,5,4,2,4,44,66,2020-05-05 09:15:00
5,5911,7,6,5,5,97,150,2020-05-05 09:15:00
5,5913,7,10,6,7,56,224,2020-05-05 09:15:00
5,5914,5,2,1,5,50,39,2020-05-05 09:15:00
5,5915,6,3,1,5,36,56,2020-05-05 09:15:00
5,5916,4,5,5,4,25,45,2020-05-05 09:15:00
5,5954,5,4,1,5,38,57,2020-05-05 09:15:00
5,5958,8,4,3,8,46,57,2020-05-05 09:15:00
5,5962,8,14,8,8,52,72,2020-05-05 09:15:00
5,5966,3,8,6,3,21,27,2020-05-05 09:15:00
5,5970,6,2,0,6,45,91,2020-05-05 09:15:00
5,5974,8,1,1,7,42,62,2020-05-05 09:15:00
5,5978,8,3,2,8,67,81,2020-05-05 09:15:00
6,6411,6,10,2,4,27,53,2020-05-05 09:15:00
6,6412,16,48,37,12,136,238,2020-05-05 09:15:00
6,6413,2,6,4,2,45,69,2020-05-05 09:15:00
6,6414,5,8,7,4,64,85,2020-05-05 09:15:00
6,6431,5,3,1,5,27,26,2020-05-05 09:15:00
6,6432,2,11,9,2,2,26,2020-05-05 09:15:00
6,6433,2,4,4,2,8,20,2020-05-05 09:15:00
6,6434,3,1,0,3,6,24,2020-05-05 09:15:00
6,6435,4,12,9,4,30,59,2020-05-05 09:15:00
6,6436,2,6,3,2,59,20,2020-05-05 09:15:00
6,6437,2,9,7,2,25,130,2020-05-05 09:15:00
6,6438,2,9,8,2,25,32,2020-05-05 09:15:00
6,6439,2,1,1,2,16,6,2020-05-05 09:15:00
6,6440,5,4,3,5,63,77,2020-05-05 09:15:00
6,6531,4,13,12,4,62,206,2020-05-05 09:15:00
6,6532,2,2,2,2,21,42,2020-05-05 09:15:00
6,6533,3,2,2,3,31,35,2020-05-05 09:15:00
6,6534,3,5,4,2,40,122,2020-05-05 09:15:00
6,6535,4,2,1,4,17,20,2020-05-05 09:15:00
6,6611,6,8,7,6,61,131,2020-05-05 09:15:00
6,6631,4,8,6,4,15,66,2020-05-05 09:15:00
6,6632,3,2,1,3,31,43,2020-05-05 09:15:00
6,6633,3,0,0,3,14,15,2020-05-05 09:15:00
6,6634,3,2,0,3,35,20,2020-05-05 09:15:00
6,6635,5,0,0,5,53,42,2020-05-05 09:15:00
6,6636,2,1,1,2,12,27,2020-05-05 09:15:00
7,7111,5,5,2,4,47,65,2020-05-05 09:15:00
7,7131,2,1,0,2,16,12,2020-05-05 09:15:00
7,7132,2,2,0,2,11,7,2020-05-05 09:15:00
