bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
1,1001,3,0,0,2,17,38,2020-10-02 12:15:00
1,1002,5,0,0,3,124,103,2020-10-02 12:15:00
1,1003,2,0,0,2,102,115,2020-10-02 12:15:00
1,1004,1,1,1,1,6,19,2020-10-02 12:15:00
1,1051,1,0,0,1,13,41,2020-10-02 12:15:00
1,1053,2,0,0,2,7,17,2020-10-02 12:15:00
1,1054,3,0,0,3,19,20,2020-10-02 12:15:00
1,1055,3,0,0,3,13,38,2020-10-02 12:15:00
1,1056,2,0,0,2,10,30,2020-10-02 12:15:00
1,1057,1,0,0,1,8,4,2020-10-02 12:15:00
1,1058,5,0,0,3,14,40,2020-10-02 12:15:00
1,1059,1,0,0,1,9,15,2020-10-02 12:15:00
1,1060,4,0,0,4,45,75,2020-10-02 12:15:00
1,1061,3,0,0,1,18,31,2020-10-02 12:15:00
1,1062,3,1,1,3,24,31,2020-10-02 12:15:00
2,2000,34,14,6,24,218,613,2020-10-02 12:15:00
3,3101,7,0,0,5,43,107,2020-10-02 12:15:00
3,3102,2,0,0,2,11,18,2020-10-02 12:15:00
3,3103,1,0,0,1,6,30,2020-10-02 12:15:00
3,3151,2,0,0,2,7,26,2020-10-02 12:15:00
3,3153,3,0,0,3,41,41,2020-10-02 12:15:00
3,3154,1,0,0,1,13,21,2020-10-02 12:15:00
3,3155,2,0,0,2,4,19,2020-10-02 12:15:00
3,3157,1,0,0,1,11,11,2020-10-02 12:15:00
3,3158,1,0,0,1,6,10,2020-10-02 12:15:00
3,3159,8,2,1,7,44,152,2020-10-02 12:15:00
3,3241,18,7,6,16,191,343,2020-10-02 12:15:00
3,3251,3,1,1,3,9,10,2020-10-02 12:15:00
3,3252,6,1,0,4,18,54,2020-10-02 12:15:00
3,3254,7,0,0,4,42,50,2020-10-02 12:15:00
3,3255,1,0,0,1,9,5,2020-10-02 12:15:00
3,3256,1,0,0,1,8,16,2020-10-02 12:15:00
3,3257,1,1,0,1,1,22,2020-10-02 12:15:00
3,3351,3,1,1,1,7,34,2020-10-02 12:15:00
3,3352,2,0,0,2,19,7,2020-10-02 12:15:00
3,3353,3,1,1,3,7,34,2020-10-02 12:15:00
3,3354,1,0,0,1,7,8,2020-10-02 12:15:00
3,3355,4,0,0,2,21,33,2020-10-02 12:15:00
3,3356,3,0,0,2,7,8,2020-10-02 12:15:00
3,3357,3,1,1,2,7,31,2020-10-02 12:15:00
3,3358,3,0,0,3,8,26,2020-10-02 12:15:00
3,3359,3,1,0,2,10,23,2020-10-02 12:15:00
3,3360,2,0,0,2,18,64,2020-10-02 12:15:00
3,3361,2,0,0,2,6,9,2020-10-02 12:15:00
3,3401,1,0,0,1,1,15,2020-10-02 12:15:00
3,3402,1,0,0,1,4,16,2020-10-02 12:15:00
3,3403,5,5,1,3,34,109,2020-10-02 12:15:00
3,3404,5,1,1,4,29,93,2020-10-02 12:15:00
3,3405,2,0,0,1,14,26,2020-10-02 12:15:00
3,3451,3,0,0,2,4,29,2020-10-02 12:15:00
