bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
1,1001,3,1,1,2,17,33,2020-12-12 12:15:00
1,1002,5,7,6,3,53,111,2020-12-12 12:15:00
1,1003,2,6,4,2,17,121,2020-12-12 12:15:00
1,1004,1,1,0,1,4,21,2020-12-12 12:15:00
1,1051,1,1,1,1,10,34,2020-12-12 12:15:00
1,1053,2,0,0,2,6,11,2020-12-12 12:15:00
1,1054,3,0,0,3,10,19,2020-12-12 12:15:00
1,1055,3,0,0,3,10,41,2020-12-12 12:15:00
1,1056,2,2,0,2,2,29,2020-12-12 12:15:00
1,1057,1,0,0,1,7,5,2020-12-12 12:15:00
1,1058,5,0,0,3,19,23,2020-12-12 12:15:00
1,1059,1,0,0,1,9,15,2020-12-12 12:15:00
1,1060,4,2,1,4,44,69,2020-12-12 12:15:00
1,1061,3,2,1,1,18,31,2020-12-12 12:15:00
1,1062,3,3,3,3,7,40,2020-12-12 12:15:00
2,2000,34,91,58,24,121,555,2020-12-12 12:15:00
3,3101,7,5,4,5,34,105,2020-12-12 12:15:00
3,3102,2,3,3,2,13,16,2020-12-12 12:15:00
3,3103,1,4,1,1,5,29,2020-12-12 12:15:00
3,3151,2,4,1,2,10,10,2020-12-12 12:15:00
3,3153,3,1,1,3,11,27,2020-12-12 12:15:00
3,3154,1,0,0,1,12,14,2020-12-12 12:15:00
3,3155,2,1,0,2,4,17,2020-12-12 12:15:00
3,3157,1,4,1,1,1,15,2020-12-12 12:15:00
3,3158,1,1,1,1,3,13,2020-12-12 12:15:00
3,3159,8,7,3,7,42,131,2020-12-12 12:15:00
3,3241,19,37,21,16,70,348,2020-12-12 12:15:00
3,3251,3,3,3,3,7,10,2020-12-12 12:15:00
3,3252,6,5,2,4,11,57,2020-12-12 12:15:00
3,3254,7,9,3,4,19,51,2020-12-12 12:15:00
3,3255,1,0,0,1,0,11,2020-12-12 12:15:00
3,3256,1,1,1,1,4,20,2020-12-12 12:15:00
3,3257,1,4,2,1,6,19,2020-12-12 12:15:00
3,3351,2,1,0,1,2,27,2020-12-12 12:15:00
3,3352,2,3,2,2,5,10,2020-12-12 12:15:00
3,3353,3,2,0,3,3,33,2020-12-12 12:15:00
3,3354,1,0,0,1,0,8,2020-12-12 12:15:00
3,3355,4,3,1,2,14,30,2020-12-12 12:15:00
3,3356,3,2,1,2,1,11,2020-12-12 12:15:00
3,3357,3,3,0,2,3,31,2020-12-12 12:15:00
3,3358,2,2,0,2,2,18,2020-12-12 12:15:00
3,3359,3,2,0,2,6,25,2020-12-12 12:15:00
3,3360,2,1,0,2,17,61,2020-12-12 12:15:00
3,3361,2,2,1,2,4,11,2020-12-12 12:15:00
3,3401,1,6,4,1,1,16,2020-12-12 12:15:00
3,3402,1,0,0,1,5,15,2020-12-12 12:15:00
3,3403,5,10,7,3,19,89,2020-12-12 12:15:00
3,3404,5,15,7,4,23,109,2020-12-12 12:15:00
3,3405,3,6,2,1,18,27,2020-12-12 12:15:00
3,3451,3,2,1,2,7,26,2020-12-12 12:15:00
3,3452,4,1,0,3,10,29,2020-12-12 12:15:00
3,3453,3,5,5,3,2,28,2020-12-12 12:15:00
3,3454,10,6,5,6,35,60,2020-12-12 12:15:00
3,3455,2,2,1,2,7,26,2020-12-12 12:15:00
3,3456,1,5,2,1,11,17,2020-12-12 12:15:00
3,3457,6,1,1,4,19,14,2020-12-12 12:15:00
3,3458,1,1,0,1,0,7,2020-12-12 12:15:00
3,3459,7,6,1,6,47,68,2020-12-12 12:15:00
3,3460,5,2,0,3,9,31,2020-12-12 12:15:00
3,3461,2,0,0,2,4,13,2020-12-12 12:15:00
3,3462,1,0,0,1,1,7,2020-12-12 12:15:00
4,4011,10,30,18,9,22,130,2020-12-12 12:15:00
4,4012,4,5,4,3,19,39,2020-12-12 12:15:00
5,5111,14,37,24,11,43,253,2020-12-12 12:15:00
5,5112,16,43,24,9,23,188,2020-12-12 12:15:00
5,5113,16,59,46,13,46,325,2020-12-12 12:15:00
5,5114,7,15,13,4,13,78,2020-12-12 12:15:00
5,5116,6,25,12,4,14,81,2020-12-12 12:15:00
5,5117,2,9,1,2,5,25,2020-12-12 12:15:00
5,5119,7,20,5,4,20,70,2020-12-12 12:15:00
5,5120,1,4,2,1,7,23,2020-12-12 12:15:00
5,5122,4,23,17,3,25,61,2020-12-12 12:15:00
5,5124,7,21,15,5,23,127,2020-12-12 12:15:00
5,5154,8,7,4,5,24,46,2020-12-12 12:15:00
5,5158,7,13,9,6,18,46,2020-12-12 12:15:00
5,5162,7,14,8,5,18,87,2020-12-12 12:15:00
5,5166,4,11,3,4,3,28,2020-12-12 12:15:00
