bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
1,1001,3,0,0,2,22,33,2020-10-15 12:15:00
1,1002,5,0,0,3,121,108,2020-10-15 12:15:00
1,1003,2,1,1,2,106,111,2020-10-15 12:15:00
1,1004,1,2,2,1,3,22,2020-10-15 12:15:00
1,1051,1,0,0,1,13,41,2020-10-15 12:15:00
1,1053,2,0,0,2,11,13,2020-10-15 12:15:00
1,1054,3,0,0,3,20,19,2020-10-15 12:15:00
1,1055,3,0,0,3,12,39,2020-10-15 12:15:00
1,1056,2,1,0,2,13,27,2020-10-15 12:15:00
1,1057,1,0,0,1,5,7,2020-10-15 12:15:00
1,1058,5,0,0,3,15,27,2020-10-15 12:15:00
1,1059,1,0,0,1,8,16,2020-10-15 12:15:00
1,1060,4,0,0,4,37,83,2020-10-15 12:15:00
1,1061,3,0,0,1,17,32,2020-10-15 12:15:00
1,1062,3,1,1,3,23,32,2020-10-15 12:15:00
2,2000,34,19,11,24,245,586,2020-10-15 12:15:00
3,3101,7,1,1,5,43,107,2020-10-15 12:15:00
3,3102,2,0,0,2,5,24,2020-10-15 12:15:00
3,3103,1,1,0,1,6,30,2020-10-15 12:15:00
3,3151,2,0,0,2,2,31,2020-10-15 12:15:00
3,3153,1,0,0,1,30,22,2020-10-15 12:15:00
3,3154,1,1,0,1,12,22,2020-10-15 12:15:00
3,3155,2,0,0,2,6,17,2020-10-15 12:15:00
3,3157,1,0,0,1,10,12,2020-10-15 12:15:00
3,3158,1,0,0,1,9,7,2020-10-15 12:15:00
3,3159,8,3,1,7,54,142,2020-10-15 12:15:00
3,3241,19,13,4,16,180,366,2020-10-15 12:15:00
3,3251,3,1,1,3,9,8,2020-10-15 12:15:00
3,3252,6,0,0,4,11,61,2020-10-15 12:15:00
3,3254,7,0,0,4,33,59,2020-10-15 12:15:00
3,3255,1,0,0,1,7,7,2020-10-15 12:15:00
3,3256,1,0,0,1,6,18,2020-10-15 12:15:00
3,3257,1,0,0,1,5,18,2020-10-15 12:15:00
3,3351,3,2,1,1,9,32,2020-10-15 12:15:00
3,3352,2,0,0,2,12,14,2020-10-15 12:15:00
3,3353,3,1,0,3,7,32,2020-10-15 12:15:00
3,3354,1,0,0,1,1,5,2020-10-15 12:15:00
3,3355,4,0,0,2,17,37,2020-10-15 12:15:00
3,3356,3,0,0,2,9,8,2020-10-15 12:15:00
3,3357,3,0,0,2,12,26,2020-10-15 12:15:00
3,3358,2,0,0,2,10,13,2020-10-15 12:15:00
3,3359,3,0,0,2,14,19,2020-10-15 12:15:00
3,3360,2,0,0,2,20,62,2020-10-15 12:15:00
3,3361,2,1,1,2,7,8,2020-10-15 12:15:00
3,3401,1,2,1,1,2,14,2020-10-15 12:15:00
3,3402,1,0,0,1,7,13,2020-10-15 12:15:00
3,3403,5,5,2,3,47,96,2020-10-15 12:15:00
3,3404,5,0,0,4,34,88,2020-10-15 12:15:00
3,3405,2,0,0,1,14,26,2020-10-15 12:15:00
