bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
1,1001,3,0,0,2,18,37,2020-09-14 14:15:00
1,1002,5,0,0,3,112,117,2020-09-14 14:15:00
1,1003,2,0,0,2,113,104,2020-09-14 14:15:00
1,1004,1,0,0,1,6,19,2020-09-14 14:15:00
1,1051,1,0,0,1,12,42,2020-09-14 14:15:00
1,1053,2,0,0,2,10,14,2020-09-14 14:15:00
1,1054,3,0,0,3,15,24,2020-09-14 14:15:00
1,1055,3,0,0,3,20,32,2020-09-14 14:15:00
1,1056,2,1,1,2,17,23,2020-09-14 14:15:00
1,1057,1,0,0,1,5,7,2020-09-14 14:15:00
1,1058,5,0,0,3,18,36,2020-09-14 14:15:00
1,1059,1,0,0,1,10,14,2020-09-14 14:15:00
1,1060,4,0,0,4,43,77,2020-09-14 14:15:00
1,1061,3,0,0,1,24,25,2020-09-14 14:15:00
1,1062,3,0,0,3,23,32,2020-09-14 14:15:00
2,2000,33,10,5,23,301,541,2020-09-14 14:15:00
3,3101,7,0,0,5,47,103,2020-09-14 14:15:00
3,3102,2,0,0,2,14,15,2020-09-14 14:15:00
3,3103,1,0,0,1,11,23,2020-09-14 14:15:00
3,3151,2,0,0,2,10,26,2020-09-14 14:15:00
3,3153,3,0,0,3,41,41,2020-09-14 14:15:00
3,3154,1,0,0,1,16,18,2020-09-14 14:15:00
3,3155,2,0,0,2,11,12,2020-09-14 14:15:00
3,3157,1,0,0,1,11,11,2020-09-14 14:15:00
3,3158,1,0,0,1,6,10,2020-09-14 14:15:00
3,3159,8,0,0,7,54,143,2020-09-14 14:15:00
3,3241,18,7,6,16,141,336,2020-09-14 14:15:00
3,3251,3,0,0,3,9,8,2020-09-14 14:15:00
3,3252,6,1,0,4,19,56,2020-09-14 14:15:00
3,3254,7,1,1,4,50,42,2020-09-14 14:15:00
3,3255,1,0,0,1,4,10,2020-09-14 14:15:00
3,3256,1,0,0,1,9,17,2020-09-14 14:15:00
3,3257,1,1,1,1,2,21,2020-09-14 14:15:00
3,3351,3,2,2,1,10,31,2020-09-14 14:15:00
3,3352,2,0,0,2,18,8,2020-09-14 14:15:00
3,3353,3,1,1,3,13,28,2020-09-14 14:15:00
3,3354,1,0,0,1,8,7,2020-09-14 14:15:00
3,3355,4,0,0,2,13,41,2020-09-14 14:15:00
3,3356,3,0,0,2,8,7,2020-09-14 14:15:00
3,3357,3,0,0,2,13,25,2020-09-14 14:15:00
3,3358,3,0,0,3,7,27,2020-09-14 14:15:00
3,3359,3,0,0,2,10,23,2020-09-14 14:15:00
3,3360,2,0,0,2,19,63,2020-09-14 14:15:00
3,3361,2,0,0,2,3,12,2020-09-14 14:15:00
3,3401,1,0,0,1,10,12,2020-09-14 14:15:00
3,3402,1,0,0,1,6,14,2020-09-14 14:15:00
3,3403,5,1,1,3,58,91,2020-09-14 14:15:00
3,3404,5,0,0,4,23,99,2020-09-14 14:15:00
3,3405,2,0,0,1,15,25,2020-09-14 14:15:00
3,3451,3,0,0,2,10,23,2020-09-14 14:15:00
3,3452,4,0,0,3,10,34,2020-09-14 14:15:00
3,3453,3,0,0,3,15,21,2020-09-14 14:15:00
3,3454,11,0,0,7,31,89,2020-09-14 14:15:00
3,3455,2,0,0,2,8,29,2020-09-14 14:15:00
3,3456,1,0,0,1,8,22,2020-09-14 14:15:00
3,3457,4,0,0,2,23,19,2020-09-14 14:15:00
3,3458,1,0,0,1,2,8,2020-09-14 14:15:00
3,3459,7,0,0,6,60,65,2020-09-14 14:15:00
3,3460,5,0,0,3,16,25,2020-09-14 14:15:00
3,3461,2,0,0,2,5,12,2020-09-14 14:15:00
3,3462,1,0,0,1,3,5,2020-09-14 14:15:00
