bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
1,1001,3,0,0,2,17,38,2020-09-20 12:15:00
1,1002,5,0,0,3,115,114,2020-09-20 12:15:00
1,1003,2,0,0,2,107,110,2020-09-20 12:15:00
1,1004,1,1,1,1,3,22,2020-09-20 12:15:00
1,1051,1,0,0,1,15,39,2020-09-20 12:15:00
1,1053,2,0,0,2,10,14,2020-09-20 12:15:00
1,1054,3,0,0,3,21,18,2020-09-20 12:15:00
1,1055,3,0,0,3,13,38,2020-09-20 12:15:00
1,1056,2,1,0,2,22,18,2020-09-20 12:15:00
1,1057,1,0,0,1,6,6,2020-09-20 12:15:00
1,1058,5,0,0,3,23,31,2020-09-20 12:15:00
1,1059,1,0,0,1,13,11,2020-09-20 12:15:00
1,1060,4,0,0,4,49,67,2020-09-20 12:15:00
1,1061,3,0,0,1,21,28,2020-09-20 12:15:00
1,1062,3,0,0,3,23,32,2020-09-20 12:15:00
2,2000,34,11,8,24,263,570,2020-09-20 12:15:00
3,3101,7,1,0,5,53,97,2020-09-20 12:15:00
3,3102,2,0,0,2,18,11,2020-09-20 12:15:00
3,3103,1,0,0,1,19,17,2020-09-20 12:15:00
3,3151,2,0,0,2,6,27,2020-09-20 12:15:00
3,3153,3,0,0,3,44,38,2020-09-20 12:15:00
3,3154,1,1,0,1,11,23,2020-09-20 12:15:00
3,3155,2,0,0,2,12,11,2020-09-20 12:15:00
3,3157,1,0,0,1,11,11,2020-09-20 12:15:00
3,3158,1,0,0,1,6,10,2020-09-20 12:15:00
3,3159,8,1,1,7,61,137,2020-09-20 12:15:00
3,3241,18,8,6,16,130,343,2020-09-20 12:15:00
3,3251,3,0,0,3,7,10,2020-09-20 12:15:00
3,3252,6,1,0,4,19,56,2020-09-20 12:15:00
3,3254,7,0,0,4,45,47,2020-09-20 12:15:00
3,3255,1,0,0,1,4,7,2020-09-20 12:15:00
3,3256,1,0,0,1,10,16,2020-09-20 12:15:00
3,3257,1,2,1,1,0,23,2020-09-20 12:15:00
3,3351,3,2,1,1,13,28,2020-09-20 12:15:00
3,3352,2,0,0,2,14,12,2020-09-20 12:15:00
3,3353,3,2,1,3,10,31,2020-09-20 12:15:00
3,3354,1,0,0,1,12,3,2020-09-20 12:15:00
3,3355,4,0,0,2,19,35,2020-09-20 12:15:00
3,3356,3,0,0,2,8,7,2020-09-20 12:15:00
3,3357,3,0,0,2,6,32,2020-09-20 12:15:00
3,3358,3,0,0,3,6,28,2020-09-20 12:15:00
3,3359,3,0,0,2,14,19,2020-09-20 12:15:00
3,3360,2,0,0,2,18,64,2020-09-20 12:15:00
3,3361,2,0,0,2,5,10,2020-09-20 12:15:00
3,3401,1,0,0,1,11,11,2020-09-20 12:15:00
3,3402,1,0,0,1,2,13,2020-09-20 12:15:00
3,3403,5,0,0,3,43,106,2020-09-20 12:15:00
3,3404,5,1,1,4,23,96,2020-09-20 12:15:00
3,3405,2,0,0,1,13,27,2020-09-20 12:15:00
3,3451,3,0,0,2,5,28,2020-09-20 12:15:00
3,3452,4,0,0,3,10,34,2020-09-20 12:15:00
3,3453,3,0,0,3,17,17,2020-09-20 12:15:00
3,3454,11,0,0,7,31,90,2020-09-20 12:15:00
