bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
1,1001,2,0,0,2,51,30,2020-07-13 12:15:00
1,1002,5,0,0,3,146,109,2020-07-13 12:15:00
1,1003,2,0,0,2,139,104,2020-07-13 12:15:00
1,1004,1,0,0,1,5,20,2020-07-13 12:15:00
1,1051,1,0,0,1,13,43,2020-07-13 12:15:00
1,1053,2,0,0,2,9,19,2020-07-13 12:15:00
1,1054,3,0,0,3,23,21,2020-07-13 12:15:00
1,1055,3,0,0,3,20,30,2020-07-13 12:15:00
1,1056,2,0,0,2,14,24,2020-07-13 12:15:00
1,1057,1,0,0,1,6,6,2020-07-13 12:15:00
1,1058,3,0,0,3,21,29,2020-07-13 12:15:00
1,1059,1,0,0,1,14,10,2020-07-13 12:15:00
1,1060,4,0,0,4,57,77,2020-07-13 12:15:00
1,1061,1,0,0,1,15,23,2020-07-13 12:15:00
1,1062,3,0,0,3,29,31,2020-07-13 12:15:00
2,2000,27,10,6,23,386,554,2020-07-13 12:15:00
3,3101,5,1,1,5,66,90,2020-07-13 12:15:00
3,3102,2,0,0,2,10,17,2020-07-13 12:15:00
3,3103,1,3,0,1,9,25,2020-07-13 12:15:00
3,3151,2,0,0,2,6,30,2020-07-13 12:15:00
3,3153,3,0,0,3,56,46,2020-07-13 12:15:00
3,3154,1,0,0,1,12,22,2020-07-13 12:15:00
3,3155,2,0,0,2,6,17,2020-07-13 12:15:00
3,3157,1,0,0,1,14,8,2020-07-13 12:15:00
3,3158,1,0,0,1,7,9,2020-07-13 12:15:00
3,3159,8,0,0,7,66,148,2020-07-13 12:15:00
3,3241,16,5,3,16,156,334,2020-07-13 12:15:00
3,3251,3,0,0,3,6,8,2020-07-13 12:15:00
3,3252,4,2,1,4,20,57,2020-07-13 12:15:00
3,3254,5,0,0,4,38,65,2020-07-13 12:15:00
3,3255,1,0,0,1,4,10,2020-07-13 12:15:00
3,3256,1,0,0,1,21,13,2020-07-13 12:15:00
3,3257,1,1,0,1,2,21,2020-07-13 12:15:00
3,3351,3,1,0,1,12,29,2020-07-13 12:15:00
3,3352,1,1,1,1,7,5,2020-07-13 12:15:00
3,3353,3,1,0,3,24,42,2020-07-13 12:15:00
3,3354,1,0,0,1,7,8,2020-07-13 12:15:00
3,3355,2,0,0,2,14,24,2020-07-13 12:15:00
3,3356,2,0,0,2,7,8,2020-07-13 12:15:00
3,3357,3,0,0,2,9,29,2020-07-13 12:15:00
3,3358,3,0,0,3,14,15,2020-07-13 12:15:00
3,3359,3,0,0,2,15,22,2020-07-13 12:15:00
3,3360,2,0,0,2,29,50,2020-07-13 12:15:00
3,3361,2,0,0,2,10,7,2020-07-13 12:15:00
3,3401,1,2,2,1,12,17,2020-07-13 12:15:00
3,3402,1,0,0,1,14,7,2020-07-13 12:15:00
3,3403,5,2,1,3,117,108,2020-07-13 12:15:00
3,3404,4,1,1,4,81,43,2020-07-13 12:15:00
3,3405,1,0,0,1,14,22,2020-07-13 12:15:00
3,3451,3,0,0,2,9,28,2020-07-13 12:15:00
3,3452,3,0,0,3,19,23,2020-07-13 12:15:00
3,3453,2,0,0,2,15,23,2020-07-13 12:15:00
3,3454,7,0,0,7,25,68,2020-07-13 12:15:00
3,3455,2,0,0,2,13,24,2020-07-13 12:15:00
3,3456,1,0,0,1,9,21,2020-07-13 12:15:00
3,3457,3,0,0,2,24,17,2020-07-13 12:15:00
3,3458,1,0,0,1,10,7,2020-07-13 12:15:00
3,3459,8,0,0,7,71,55,2020-07-13 12:15:00
3,3460,3,2,0,3,35,19,2020-07-13 12:15:00
3,3461,2,0,0,2,4,12,2020-07-13 12:15:00
3,3462,1,0,0,1,8,6,2020-07-13 12:15:00
4,4011,9,3,3,9,86,89,2020-07-13 12:15:00
4,4012,2,0,0,2,14,10,2020-07-13 12:15:00
