bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
1,1001,2,0,0,2,51,31,2020-07-01 12:15:00
1,1002,5,1,0,3,121,134,2020-07-01 12:15:00
1,1003,2,0,0,2,120,123,2020-07-01 12:15:00
1,1004,1,0,0,1,21,19,2020-07-01 12:15:00
1,1051,1,0,0,1,13,43,2020-07-01 12:15:00
1,1053,2,0,0,2,5,19,2020-07-01 12:15:00
1,1054,3,0,0,3,26,18,2020-07-01 12:15:00
1,1055,3,0,0,3,22,30,2020-07-01 12:15:00
1,1056,2,0,0,2,17,22,2020-07-01 12:15:00
1,1057,1,0,0,1,4,8,2020-07-01 12:15:00
1,1058,3,0,0,3,18,32,2020-07-01 12:15:00
1,1059,1,0,0,1,14,10,2020-07-01 12:15:00
1,1060,4,0,0,4,51,83,2020-07-01 12:15:00
1,1061,1,0,0,1,14,24,2020-07-01 12:15:00
1,1062,3,0,0,3,26,33,2020-07-01 12:15:00
2,2000,28,8,6,24,381,594,2020-07-01 12:15:00
3,3101,5,1,1,5,61,95,2020-07-01 12:15:00
3,3102,2,1,0,2,8,19,2020-07-01 12:15:00
3,3103,1,1,1,1,31,17,2020-07-01 12:15:00
3,3151,2,0,0,2,11,25,2020-07-01 12:15:00
3,3153,3,0,0,3,41,48,2020-07-01 12:15:00
3,3154,1,0,0,1,4,30,2020-07-01 12:15:00
3,3155,2,1,0,2,7,13,2020-07-01 12:15:00
3,3157,1,0,0,1,9,13,2020-07-01 12:15:00
3,3158,1,0,0,1,2,14,2020-07-01 12:15:00
3,3159,8,0,0,7,69,147,2020-07-01 12:15:00
3,3241,16,6,4,16,149,339,2020-07-01 12:15:00
3,3251,3,0,0,3,8,6,2020-07-01 12:15:00
3,3252,4,1,1,4,15,59,2020-07-01 12:15:00
3,3254,5,0,0,4,49,54,2020-07-01 12:15:00
3,3255,1,0,0,1,4,10,2020-07-01 12:15:00
3,3256,1,0,0,1,18,16,2020-07-01 12:15:00
